scenario_set_version,scenario_id,phase,attacker_profile,attacker_job,target_profile,target_job,target_armor_class,family,damage_type,formula_or_routine,damage_on_hit,expected_damage_after_hit_rate,min,max,type_response,uncapped_total_multiplier,total_multiplier,technical_verdict,attacker_effective_stats,attacker_equipment_context,attacker_level_or_band,baseline_comparison,damage_spec_version,design_verdict,hit_count,hit_rate,hit_rate_assumption,mode_or_expected_value,open_proof_needs,player_signal_check,support_context,target_effective_stats,target_level_or_band,target_status_or_element_context

scenario-set-v0,early-none-rod-vs-mail,early,family-representative,Black Mage,T-MAIL,Squire,mail,rod,crush,ma_wp,19,19,19,19,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,19,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-rod-vs-leather,early,family-representative,Black Mage,T-LEATHER,Archer,leather,rod,crush,ma_wp,20,20,20,20,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,20,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-rod-vs-cloth,early,family-representative,Black Mage,T-CLOTH,Black Mage,cloth,rod,crush,ma_wp,20,20,20,20,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,20,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-pole-vs-plate,early,family-representative,Mystic,T-PLATE,Knight,plate,pole,crush,ma_wp,55,55,55,55,1.15,1.15,1.15,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,55,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":180,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-pole-vs-mail,early,family-representative,Mystic,T-MAIL,Squire,mail,pole,crush,ma_wp,45,45,45,45,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,45,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-pole-vs-leather,early,family-representative,Mystic,T-LEATHER,Archer,leather,pole,crush,ma_wp,48,48,48,48,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,48,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-pole-vs-cloth,early,family-representative,Mystic,T-CLOTH,Black Mage,cloth,pole,crush,ma_wp,48,48,48,48,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,48,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-axe-vs-plate,early,family-representative,Geomancer,T-PLATE,Knight,plate,axe,crush,rdm_pa_wp,32,32,9,55,1.15,1.15,1.15,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":165,""pa"":6,""ma"":5,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,32,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":180,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-axe-vs-mail,early,family-representative,Geomancer,T-MAIL,Squire,mail,axe,crush,rdm_pa_wp,26,26,7,45,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":165,""pa"":6,""ma"":5,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,26,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-axe-vs-leather,early,family-representative,Geomancer,T-LEATHER,Archer,leather,axe,crush,rdm_pa_wp,28,28,8,48,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":165,""pa"":6,""ma"":5,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,28,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-axe-vs-cloth,early,family-representative,Geomancer,T-CLOTH,Black Mage,cloth,axe,crush,rdm_pa_wp,28,28,8,48,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":165,""pa"":6,""ma"":5,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,28,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-flail-vs-plate,early,family-representative,Squire,T-PLATE,Knight,plate,flail,crush,rdm_pa_wp,33,33,13,52,1.15,1.15,1.15,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,33,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":180,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-flail-vs-mail,early,family-representative,Squire,T-MAIL,Squire,mail,flail,crush,rdm_pa_wp,27,27,10,43,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,27,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-flail-vs-leather,early,family-representative,Squire,T-LEATHER,Archer,leather,flail,crush,rdm_pa_wp,28,28,11,46,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,28,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-flail-vs-cloth,early,family-representative,Squire,T-CLOTH,Black Mage,cloth,flail,crush,rdm_pa_wp,28,28,11,46,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,28,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-fists-vs-plate,early,family-representative,Monk,T-PLATE,Knight,plate,fists,crush,br_pa_pa,27,27,27,27,1.15,1.15,1.15,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":202,""pa"":6,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,27,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":180,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-fists-vs-mail,early,family-representative,Monk,T-MAIL,Squire,mail,fists,crush,br_pa_pa,23,23,23,23,0.9724999999999999,0.9724999999999999,0.9724999999999999,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":202,""pa"":6,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,23,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-fists-vs-leather,early,family-representative,Monk,T-LEATHER,Archer,leather,fists,crush,br_pa_pa,24,24,24,24,1.0150000000000001,1.0150000000000001,1.0150000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":202,""pa"":6,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,24,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-fists-vs-cloth,early,family-representative,Monk,T-CLOTH,Black Mage,cloth,fists,crush,br_pa_pa,24,24,24,24,1.0150000000000001,1.0150000000000001,1.0150000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":202,""pa"":6,""ma"":4,""spd"":7,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,24,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-instrument-vs-plate,early,family-representative,Bard,T-PLATE,Knight,plate,instrument,missile,pampa_wp,24,24,24,24,0.8,0.8,0.8,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":82,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,24,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":180,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-instrument-vs-mail,early,family-representative,Bard,T-MAIL,Squire,mail,instrument,missile,pampa_wp,33,33,33,33,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":82,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,33,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-instrument-vs-leather,early,family-representative,Bard,T-LEATHER,Archer,leather,instrument,missile,pampa_wp,28,28,28,28,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":82,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,28,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-instrument-vs-cloth,early,family-representative,Bard,T-CLOTH,Black Mage,cloth,instrument,missile,pampa_wp,30,30,30,30,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":82,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,30,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-book-vs-plate,early,family-representative,Mystic,T-PLATE,Knight,plate,book,crush,pampa_wp,25,25,25,25,1.15,1.15,1.15,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,25,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":180,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-book-vs-mail,early,family-representative,Mystic,T-MAIL,Squire,mail,book,crush,pampa_wp,20,20,20,20,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,20,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-book-vs-leather,early,family-representative,Mystic,T-LEATHER,Archer,leather,book,crush,pampa_wp,22,22,22,22,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,22,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-book-vs-cloth,early,family-representative,Mystic,T-CLOTH,Black Mage,cloth,book,crush,pampa_wp,22,22,22,22,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":112,""pa"":2,""ma"":6,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,22,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-cloth_weapon-vs-plate,early,family-representative,Dancer,T-PLATE,Knight,plate,cloth_weapon,swing,pampa_wp,24,24,24,24,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":90,""pa"":6,""ma"":5,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,24,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":180,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-cloth_weapon-vs-mail,early,family-representative,Dancer,T-MAIL,Squire,mail,cloth_weapon,swing,pampa_wp,28,28,28,28,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":90,""pa"":6,""ma"":5,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,28,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":4,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-cloth_weapon-vs-leather,early,family-representative,Dancer,T-LEATHER,Archer,leather,cloth_weapon,swing,pampa_wp,35,35,35,35,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":90,""pa"":6,""ma"":5,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,35,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":150,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-cloth_weapon-vs-cloth,early,family-representative,Dancer,T-CLOTH,Black Mage,cloth,cloth_weapon,swing,pampa_wp,37,37,37,37,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":90,""pa"":6,""ma"":5,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,37,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":112,""pa"":3,""ma"":8,""spd"":6,""brave"":70,""faith"":70}",early,neutral

scenario-set-v0,early-none-bag-vs-plate,early,family-representative,Dancer,T-PLATE,Knight,plate,bag,crush,rdm_pa_wp,40,40,11,69,1.15,1.15,1.15,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":90,""pa"":6,""ma"":5,""spd"":6,""brave"":70,""faith"":70}",WotL-fallback,early,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; accuracy not modeled in this sweep,40,work/baseline_weapons.csv and Windows 04 proof,pending review against 07,none,"{""hp"":180,""pa"":6,""ma"":4,""spd"":6,""brave"":70,""faith"":70}",early,neutral
